등록일자,조도2(0~255단계),조도4(0~255단계),조도6,누적전력량3(W),누적전력량4(W),누적전력량6(W)
2020-11-10 8:23,40,0,0,0,22,26
2020-11-10 8:23,42,0,0,0,100,100
2020-11-10 8:23,3,3,3,0,100,100
2020-11-10 8:23,3,23.7,23.8,0,38,39
2020-11-10 8:23,7,3.2,3.2,0,76,77
2020-11-10 8:23,19,0.6,0.5,0,100,100
2020-11-10 8:23,24,0.1,0.1,0,100,100
2020-11-10 8:23,21,0,0,0,14,15
2020-11-10 8:23,7,0,0,0,8,0
2020-11-10 8:23,3,0,0,0,100,100
2020-11-10 8:23,5,7.7,7.7,0,57,0
2020-11-10 8:23,7,8.9,8.9,0,100,100
2020-11-10 8:24,46,4,26.4,0,100,100
2020-11-10 8:24,8,0,4.8,0,5,6
2020-11-10 8:24,10,0,0,0,100,100
2020-11-10 8:24,53,11.5,19.4,0,100,100
2020-11-10 8:24,14,0,0,0,100,100
2020-11-10 8:24,0,0,0,0,100,100
2020-11-10 8:24,53,0,0,0,100,100
2020-11-10 8:24,15,0,0,0,100,100
2020-11-10 8:24,23,29.3,30.3,0,100,100
2020-11-10 8:24,62,9.9,16.8,0,53,100
2020-11-10 8:24,53,4.1,4.3,0,0,0
2020-11-10 8:24,6,0,0,0,0,0
2020-11-10 8:24,6,0,0,0,100,100
2020-11-10 8:25,11,6,5.9,0,0,0
2020-11-10 8:25,4,0,0,0,98,97
2020-11-10 8:25,19,4.7,4.8,0,100,99
2020-11-10 8:25,2,1.6,1.6,0,100,100
2020-11-10 8:25,3,0,0,0,100,100
2020-11-10 8:25,20,18,18,0,0,100
2020-11-10 8:25,6,1.3,1.3,0,98,95
2020-11-10 8:25,11,0,0,0,0,0
2020-11-10 8:25,6,16.1,16.5,0,7,25
2020-11-10 8:25,6,11.6,3.5,0,17,20
2020-11-10 8:25,14,0.2,0.2,0,25,25
2020-11-10 8:26,7,1.3,1.4,0,100,100
2020-11-10 8:26,5,0,0,0,30,29
2020-11-10 8:26,13,0.1,0.1,1,94,88
2020-11-10 8:26,13,1.6,1.5,0,100,100
2020-11-10 8:26,18,0,0,0,80,68
2020-11-10 8:26,71,5.3,8.7,0,100,99
2020-11-10 8:26,14,3.2,3.2,0,0,100
2020-11-10 8:26,3,0,0,0,76,74
2020-11-10 8:26,45,18.9,11.9,0,80,70
2020-11-10 8:26,15,4.5,4.3,0,100,100
2020-11-10 8:26,11,0,0,0,0,0
2020-11-10 8:26,34,4.1,6.4,0,0,0
2020-11-10 8:26,84,14.6,13.9,0,100,100
2020-11-10 8:26,4,1.4,1.3,0,93,13
2020-11-10 8:26,16,0.6,0.8,0,100,96
2020-11-10 8:26,3,0.7,0.4,0,0,96
2020-11-10 8:26,6,0,0,0,90,81
2020-11-10 8:26,11,6.2,6.3,0,100,100
2020-11-10 8:26,19,4.2,4.9,0,100,98
2020-11-10 8:27,6,6.2,5.9,0,0,0
2020-11-10 8:27,0,0.8,0.8,0,100,100
2020-11-10 8:27,11,10.3,9.3,0,100,100
2020-11-10 8:27,17,7.9,8,0,7,7
2020-11-10 8:27,15,0.1,0.1,0,66,100
2020-11-10 8:27,13,4.8,4.9,0,100,94
2020-11-10 8:27,53,0,0,0,100,100
2020-11-10 8:27,23,0,0,0,100,100
2020-11-10 8:27,10,0,0,0,100,100
2020-11-10 8:28,11,4.6,4.7,0,63,60
2020-11-10 8:28,1,0,0,0,100,100
2020-11-10 8:28,6,0,0,0,83,84
2020-11-10 8:28,42,7.9,1.5,0,100,100
2020-11-10 8:28,9,0.1,0.1,0,92,87
2020-11-10 8:28,0,1.4,1.4,1,100,100
2020-11-10 8:28,52,0.1,23.9,0,100,100
2020-11-10 8:28,7,0,0,0,100,100
2020-11-10 8:28,6,9.3,8.5,0,59,4
2020-11-10 8:28,4,0,0,0,94,86
2020-11-10 8:29,50,0,0,0,100,100
2020-11-10 8:29,13,0,0,0,100,100
2020-11-10 8:29,16,0,10.8,0,100,100
2020-11-10 8:29,1,0,0,0,100,100
2020-11-10 8:29,53,0,0,0,0,73
2020-11-10 8:29,9,0,0,0,0,0
2020-11-10 8:29,12,0,0,0,100,100
2020-11-10 8:29,3,0,0,0,100,100
2020-11-10 8:29,6,2.2,2.2,0,100,94
2020-11-10 8:29,11,0,0,0,100,99
2020-11-10 8:29,13,0.2,0.2,0,100,100
2020-11-10 8:29,35,7.7,6.1,0,100,100
2020-11-10 8:30,23,0.5,0.5,0,100,100
2020-11-10 8:30,18,12.6,12.9,0,97,93
2020-11-10 8:30,30,4.1,16,0,100,100
2020-11-10 8:30,62,10.2,10.1,0,97,84
2020-11-10 8:30,10,19.5,19.3,0,62,62
2020-11-10 8:30,4,0,0,0,100,100
2020-11-10 8:30,11,2.2,2.1,0,64,0
2020-11-10 8:31,20,0.2,0.2,0,100,100
2020-11-10 8:31,13,3.4,3.4,0,100,100
2020-11-10 8:31,10,0,0,0,98,96
2020-11-10 8:31,7,1.6,1.6,0,99,100
2020-11-10 8:31,12,0.1,0.1,0,100,100
2020-11-10 8:31,2,0,0,0,87,85
2020-11-10 8:31,9,7.7,7.6,0,96,91
2020-11-10 8:32,4,0,0,0,0,3
2020-11-10 8:32,17,1.7,1.7,0,0,0
2020-11-10 8:32,15,0,0,0,100,100
2020-11-10 8:32,18,0,0,0,100,100
2020-11-10 8:32,6,0,0,0,0,0
2020-11-10 8:32,9,6.6,0.2,0,65,72
2020-11-10 8:32,5,0,0,0,100,97
2020-11-10 8:32,42,0,1.9,0,44,46
2020-11-10 8:32,71,0,0,0,99,86
2020-11-10 8:32,17,0,0,0,79,0
2020-11-10 8:32,3,2.5,2.5,0,100,100
2020-11-10 8:32,10,0,0,0,100,100
2020-11-10 8:32,13,1.9,1.9,0,99,100
2020-11-10 8:33,19,0,0,0,100,100
2020-11-10 8:33,1,2.5,2.5,0,100,100
2020-11-10 8:33,39,0.1,1.1,0,93,90
2020-11-10 8:33,10,0,0,0,93,89
2020-11-10 8:33,13,0.1,0.1,0,82,73
2020-11-10 8:33,11,0,0,0,100,100
2020-11-10 8:33,6,0,0,0,51,51
2020-11-10 8:33,7,0,0,0,90,80
2020-11-10 8:33,20,0,0,0,80,80
2020-11-10 8:33,18,0,0,0,100,100
2020-11-10 8:33,7,4,4,0,80,78
2020-11-10 8:33,64,8.7,13.4,0,100,100
2020-11-10 8:34,0,0,0,0,99,96
2020-11-10 8:34,4,0.2,0.2,0,36,4
2020-11-10 8:34,7,0.2,3.9,0,100,0
2020-11-10 8:34,9,0.1,0,0,1,7
2020-11-10 8:34,14,5.2,5.3,0,31,30
2020-11-10 8:34,2,1.5,1.5,0,0,0
2020-11-10 8:34,8,7.4,7.3,0,98,97
2020-11-10 8:34,13,0,0,0,98,53
2020-11-10 8:34,12,0,0,0,100,100
2020-11-10 8:34,1,0.7,0.7,1,100,100
2020-11-10 8:34,6,4,3.9,0,89,89
2020-11-10 8:34,9,0,0,0,29,6
2020-11-10 8:35,6,0,0,0,22,24
2020-11-10 8:35,40,1.4,1.4,0,100,100
2020-11-10 8:35,7,2.8,2.8,0,25,23
2020-11-10 8:35,6,0,0,0,0,0
2020-11-10 8:35,6,0.5,0.4,0,0,0
2020-11-10 8:35,56,0.9,23,0,98,96
2020-11-10 8:35,7,0.2,0.2,0,69,68
2020-11-10 8:35,4,0,0,0,100,100
2020-11-10 8:35,26,3.4,4.6,0,100,0
2020-11-10 8:35,3,0,0,0,21,100
2020-11-10 8:35,6,0,0,0,83,84
2020-11-10 8:35,9,0,0,0,45,42
2020-11-10 8:35,9,0,0,0,87,81
2020-11-10 8:35,7,4.9,4.9,0,100,100
2020-11-10 8:35,1,0,0,0,0,0
2020-11-10 8:35,10,0.3,0.3,0,100,100
2020-11-10 8:36,42,14.2,0,0,94,89
2020-11-10 8:36,1,0,0,0,75,0
2020-11-10 8:36,15,0,0,0,0,0
2020-11-10 8:36,3,0,0,0,100,88
2020-11-10 8:36,1,0,0,0,91,90
2020-11-10 8:36,55,2.6,0.6,0,100,100
2020-11-10 8:36,15,4,4,0,100,100
2020-11-10 8:36,9,1.8,1.8,0,88,0
2020-11-10 8:36,44,4.2,4.9,0,100,99
2020-11-10 8:37,3,15.8,15.8,0,100,100
2020-11-10 8:37,13,0.1,0.1,0,61,56
2020-11-10 8:37,9,10,10,0,0,0
2020-11-10 8:37,19,4.6,3.8,0,54,53
2020-11-10 8:37,11,0,0,0,100,100
2020-11-10 8:37,47,6.6,0.2,0,90,87
2020-11-10 8:37,9,0.1,0.1,0,0,0
2020-11-10 8:37,9,0,0,0,100,100
2020-11-10 8:38,3,6.2,6.2,0,100,100
2020-11-10 8:38,0,0,0,0,95,51
2020-11-10 8:38,9,0.5,0.5,0,96,93
2020-11-10 8:38,4,0,0,0,31,8
2020-11-10 8:38,10,8.9,7.5,0,33,34
2020-11-10 8:38,11,2.6,5.4,0,100,100
2020-11-10 8:38,21,26.7,24.1,0,62,62
2020-11-10 8:38,9,0.3,7.6,0,15,12
2020-11-10 8:38,4,0.1,0.1,0,100,100
2020-11-10 8:38,8,0,0,0,0,0
2020-11-10 8:39,3,0,0,0,100,100
2020-11-10 8:39,16,0,0,0,96,93
2020-11-10 8:39,4,0,0,0,100,99
2020-11-10 8:39,3,0,0,0,100,100
2020-11-10 8:39,53,0,0,0,25,28
2020-11-10 8:39,4,0,0,0,98,91
2020-11-10 8:39,9,0,0,0,95,93
2020-11-10 8:39,9,0,0,0,60,100
2020-11-10 8:39,56,7.9,7.9,0,100,99
2020-11-10 8:39,1,3.2,3.2,0,100,100
2020-11-10 8:39,9,0.3,0,0,0,89
2020-11-10 8:39,NaN,0,0,0,100,100
2020-11-10 8:39,NaN,0,0,0,0,0
2020-11-10 8:39,3,0,0,0,44,35
2020-11-10 8:40,57,0.3,12.5,0,100,85
2020-11-10 8:40,6,0,0,0,100,98
2020-11-10 8:40,33,14.2,13.9,0,100,100
2020-11-10 8:40,13,0,0,0,100,100
2020-11-10 8:40,1,0.4,0.3,0,100,100
2020-11-10 8:40,14,7.5,7.6,0,33,30
2020-11-10 8:40,47,5.8,5.4,0,100,100
2020-11-10 8:40,22,11.8,9.9,0,84,73
2020-11-10 8:40,18,0.4,0.4,0,86,85
2020-11-10 8:40,0,0,0,1,100,100
2020-11-10 8:40,12,0.1,0.1,0,100,49
2020-11-10 8:40,40,6.1,4.8,0,99,97
2020-11-10 8:40,5,0,0,0,44,44
2020-11-10 8:41,56,0,0,0,100,100
2020-11-10 8:41,4,0.1,0.1,0,40,0
2020-11-10 8:41,53,0,0,0,100,100
2020-11-10 8:41,11,0,0,0,100,100
2020-11-10 8:41,18,9,9.1,0,0,0
2020-11-10 8:41,17,0,0,0,100,100
2020-11-10 8:41,24,4.7,4.7,0,42,42
2020-11-10 8:41,15,0,0,0,100,100
2020-11-10 8:41,24,8,8.1,0,86,82
2020-11-10 8:41,2,3.9,3.9,0,100,88
2020-11-10 8:41,38,0.3,0.3,0,100,100
2020-11-10 8:41,2,0,0,0,100,100
2020-11-10 8:41,5,0,0,0,97,95
2020-11-10 8:41,7,4,4,0,24,23
2020-11-10 8:41,53,4.7,17.7,0,69,70
2020-11-10 8:42,29,0,94.7,0,100,100
2020-11-10 8:42,32,0,0,0,100,100
2020-11-10 8:42,13,8.2,9.3,0,100,100
2020-11-10 8:42,5,0,0,0,100,100
2020-11-10 8:42,7,3.4,3.4,0,100,97
2020-11-10 8:42,4,0.1,0.1,0,66,53
2020-11-10 8:42,19,2.2,2.2,0,96,93
2020-11-10 8:42,16,6.9,6.9,0,98,94
2020-11-10 8:42,9,2.6,2.5,0,89,84
2020-11-10 8:42,5,0,0,0,0,0
2020-11-10 8:42,4,0,0,0,97,95
2020-11-10 8:42,0,0,0,0,86,82
2020-11-10 8:42,6,5.9,6,0,83,78
2020-11-10 8:42,51,10.6,0.9,1,100,100
2020-11-10 8:42,16,2.5,2.6,0,85,85
2020-11-10 8:43,5,0,0,0,100,100
2020-11-10 8:43,11,3.6,5.9,0,96,97
2020-11-10 8:43,10,0,0,0,97,89
2020-11-10 8:43,6,5.2,5.1,0,100,100
2020-11-10 8:43,21,2,2,0,100,100
2020-11-10 8:43,30,4.9,4.9,0,53,0
2020-11-10 8:43,7,0,0,0,100,38
2020-11-10 8:43,19,0.1,25.9,0,54,56
2020-11-10 8:43,8,0,0,0,100,100
2020-11-10 8:43,20,5.2,4.8,0,79,80
2020-11-10 8:44,14,4.5,4.8,0,100,100
2020-11-10 8:44,6,0,0,0,95,43
2020-11-10 8:44,14,0,0,0,93,64
2020-11-10 8:44,8,0,0,0,100,100
2020-11-10 8:44,14,9.4,9.3,0,22,24
2020-11-10 8:44,66,2.2,2.2,0,75,67
2020-11-10 8:44,4,5.2,1.3,0,67,100
2020-11-10 8:45,17,19.6,9.4,0,99,100
2020-11-10 8:45,22,3.1,2.1,0,100,100
2020-11-10 8:45,12,0,0,0,77,70
2020-11-10 8:45,24,6.1,6.4,0,0,0
2020-11-10 8:45,30,9.6,0.1,0,100,100
2020-11-10 8:45,2,6.7,0,0,100,100
2020-11-10 8:45,23,1.1,1.1,0,100,100
2020-11-10 8:45,7,0,0,0,96,96
2020-11-10 8:45,18,0,0,0,100,100
2020-11-10 8:45,11,0,0,0,0,0
2020-11-10 8:46,2,0,0,0,100,100
2020-11-10 8:46,52,4.6,5.1,0,100,99
2020-11-10 8:46,4,0.1,0.1,0,100,95
2020-11-10 8:46,9,0,0,0,100,98
2020-11-10 8:46,18,1.2,1.2,0,100,64
2020-11-10 8:46,54,5.9,6.9,0,100,100
2020-11-10 8:46,1,0,0,0,100,100
2020-11-10 8:46,6,0.1,0.1,0,98,96
2020-11-10 8:47,14,0.1,0.1,0,100,100
2020-11-10 8:47,9,5.9,6.1,0,100,100
2020-11-10 8:47,3,14.3,14.3,0,100,100
2020-11-10 8:47,8,0,0,0,100,100
2020-11-10 8:47,18,0.1,0.1,0,42,95
2020-11-10 8:47,24,8,7.6,0,100,100
2020-11-10 8:47,16,9.1,9.1,0,93,91
2020-11-10 8:47,4,1.1,1,0,22,17
2020-11-10 8:47,11,1,0.5,0,72,74
2020-11-10 8:47,18,0,0,0,46,32
2020-11-10 8:47,17,6,6.3,0,80,0
2020-11-10 8:47,16,0,0,0,0,0
2020-11-10 8:47,5,6.9,6.9,0,48,32
2020-11-10 8:47,28,0,0,0,43,40
2020-11-10 8:48,8,0,0,0,100,98
2020-11-10 8:48,3,5.5,5.4,0,72,40
2020-11-10 8:48,14,0.1,0.3,0,68,61
2020-11-10 8:48,42,4.2,4.2,0,76,76
2020-11-10 8:48,23,5.7,5.6,0,100,100
2020-11-10 8:48,8,0,0,0,100,100
2020-11-10 8:48,0,0,0,0,100,100
2020-11-10 8:48,10,5.6,5.2,0,100,100
2020-11-10 8:48,8,0.1,0.1,0,100,62
2020-11-10 8:48,16,2.1,4.3,0,16,100
2020-11-10 8:48,8,24.1,23.2,0,79,69
2020-11-10 8:49,44,6,0,0,100,100
2020-11-10 8:49,1,0,0,0,100,100
2020-11-10 8:49,4,0,0,0,0,0
2020-11-10 8:49,13,3.6,3.6,0,72,71
2020-11-10 8:49,6,6.1,6,0,100,100
2020-11-10 8:49,52,5.8,14.5,0,94,100
2020-11-10 8:49,16,13.1,13,0,100,100
2020-11-10 8:49,28,0,0,0,0,0
2020-11-10 8:49,5,1.5,1.5,0,79,76
2020-11-10 8:49,2,0,0,0,0,0
2020-11-10 8:50,33,0,0,0,100,100
2020-11-10 8:50,3,8.9,8.9,0,96,96
2020-11-10 8:50,3,0,0,0,100,100
2020-11-10 8:50,NaN,0,0,0,91,87
2020-11-10 8:50,14,0,0,0,91,90
2020-11-10 8:50,5,10,9.9,0,48,0
2020-11-10 8:50,9,0,0,0,16,64
2020-11-10 8:50,10,5.8,5.7,0,87,86
2020-11-10 8:50,47,11.9,18.2,0,100,100
2020-11-10 8:50,4,0.1,0.1,0,100,69
2020-11-10 8:50,9,0,0,0,38,40
2020-11-10 8:51,60,19.6,0,0,67,67
2020-11-10 8:51,17,13.9,13.9,0,60,51
2020-11-10 8:51,3,6,6,0,0,0
2020-11-10 8:51,3,0,0,1,93,92
2020-11-10 8:51,5,6.2,5.9,0,100,100
2020-11-10 8:51,18,0.2,0.3,0,0,0
2020-11-10 8:51,20,15.7,15.7,0,100,100
2020-11-10 8:51,8,0,0,0,96,98
2020-11-10 8:52,20,0,0,0,100,100
2020-11-10 8:52,30,0.3,5.4,0,100,96
2020-11-10 8:52,17,6.4,6.3,0,61,51
2020-11-10 8:52,17,0,0,0,100,0
2020-11-10 8:52,52,0.1,10,0,100,100
2020-11-10 8:52,0,0.2,0.2,0,100,100
2020-11-10 8:52,12,53.1,56.1,0,44,47
2020-11-10 8:52,22,1.3,1.3,0,100,100
2020-11-10 8:53,24,6.7,7.2,0,89,69
2020-11-10 8:53,13,2.8,2.8,0,72,72
2020-11-10 8:53,54,1.7,1.9,0,100,100
2020-11-10 8:53,23,0,0,0,100,100
2020-11-10 8:53,6,5.8,6,0,18,17
2020-11-10 8:53,74,0,0,0,94,90
2020-11-10 8:53,7,0.1,0.1,0,100,98
2020-11-10 8:54,71,3.3,3.3,0,93,93
2020-11-10 8:54,11,6.8,3.8,0,85,85
2020-11-10 8:54,6,0,0,0,100,100
2020-11-10 8:54,61,6.8,3.1,0,71,58
2020-11-10 8:54,9,0,0.8,1,95,93
2020-11-10 8:54,3,0,0,0,100,100
2020-11-10 8:54,5,0,0,0,0,0
2020-11-10 8:54,NaN,0,0,0,100,96
2020-11-10 8:55,16,0,0,0,0,0
2020-11-10 8:55,3,0,0,0,100,98
2020-11-10 8:55,5,0,0,0,92,92
2020-11-10 8:55,5,0,0,0,100,100
2020-11-10 8:55,3,2.4,2.4,0,0,0
2020-11-10 8:55,3,0.1,0.1,0,96,96
2020-11-10 8:55,16,7.7,13.9,0,95,94
2020-11-10 8:55,5,0,0,0,0,51
2020-11-10 8:55,17,0.9,1,0,93,86
2020-11-10 8:55,5,0,0,0,73,62
2020-11-10 8:55,28,2.4,2.5,0,0,0
2020-11-10 8:56,50,6,2.6,0,100,100
2020-11-10 8:56,64,0,0,0,100,100
2020-11-10 8:56,5,1.3,1.3,0,0,0
2020-11-10 8:56,7,0,0,0,100,100
2020-11-10 8:56,30,15.5,15.4,0,85,83
2020-11-10 8:56,6,6.5,6.6,0,100,46
2020-11-10 8:56,8,5.4,5.4,0,93,90
2020-11-10 8:56,63,18.1,29.2,0,75,71
2020-11-10 8:56,11,5.1,5.3,0,100,100
2020-11-10 8:57,10,0,0,0,100,100
2020-11-10 8:57,61,0,0,0,93,90
2020-11-10 8:57,16,0,0,0,100,100
2020-11-10 8:57,7,5.2,5.2,0,93,91
2020-11-10 8:57,11,8.3,8.6,0,18,18
2020-11-10 8:57,14,6.8,0.5,0,100,100
2020-11-10 8:57,60,0,0,0,90,87
2020-11-10 8:57,71,2.1,15.1,0,100,100
2020-11-10 8:57,8,2.1,2.2,0,0,0
2020-11-10 8:57,8,6,6,0,0,0
2020-11-10 8:57,12,0,0,0,36,92
2020-11-10 8:57,0,1.5,1.6,0,68,68
2020-11-10 8:58,36,0.2,0.2,0,99,97
2020-11-10 8:58,14,8.3,8.4,0,81,76
2020-11-10 8:58,8,0,0,0,100,100
2020-11-10 8:58,21,0,0,0,100,100
2020-11-10 8:58,4,0,0,0,0,0
2020-11-10 8:58,60,2.2,2.3,0,0,0
2020-11-10 8:58,38,0,2.4,0,100,100
2020-11-10 8:58,24,5.8,5.1,0,100,100
2020-11-10 8:59,14,5.9,0,0,28,28
2020-11-10 8:59,13,0.1,0.1,0,93,85
2020-11-10 8:59,33,0,0,0,100,100
2020-11-10 8:59,38,3.3,2.2,0,100,100
2020-11-10 8:59,0,2.1,2.1,0,100,100
2020-11-10 9:00,2,32.9,33.2,0,0,0
2020-11-10 9:00,6,0,0,0,71,59
2020-11-10 9:00,34,0,0,0,100,100
2020-11-10 9:00,54,6.8,7.7,0,100,99
2020-11-10 9:00,10,5.4,5.4,0,0,100
2020-11-10 9:00,37,7.5,8,0,100,100
2020-11-10 9:01,65,0,6,0,49,40
2020-11-10 9:01,11,0,0,0,0,100
2020-11-10 9:01,11,5.4,5.3,0,97,97
2020-11-10 9:01,6,0,0,0,100,100
2020-11-10 9:01,3,0,0,0,0,0
2020-11-10 9:01,74,3.6,14.2,0,100,83
2020-11-10 9:01,4,6,6,0,95,95
2020-11-10 9:01,64,22,28.8,0,100,100
2020-11-10 9:01,6,0,0,0,90,89
2020-11-10 9:01,14,1.4,13.8,0,0,0
2020-11-10 9:01,13,19.8,19.9,0,13,9
2020-11-10 9:01,4,1.7,1.8,0,100,100
2020-11-10 9:01,56,2.5,3.1,0,100,100
2020-11-10 9:02,1,2.1,0,0,0,0
2020-11-10 9:02,0,0,0,0,67,24
2020-11-10 9:02,8,0,0,0,100,99
2020-11-10 9:02,2,0,0,0,100,99
2020-11-10 9:02,13,0,0,0,93,91
2020-11-10 9:02,3,0,0,0,100,100
2020-11-10 9:02,8,0,0,0,100,100
2020-11-10 9:02,43,0,0,0,100,100
2020-11-10 9:02,4,0,0,0,100,100
2020-11-10 9:02,13,0,0,0,100,96
2020-11-10 9:02,13,5,5,0,100,100
2020-11-10 9:03,15,0,0,0,100,100
2020-11-10 9:03,15,0,0,0,100,100
2020-11-10 9:03,9,1.2,1.1,0,0,0
2020-11-10 9:03,6,0,0,0,43,98
2020-11-10 9:04,0,0,0,0,86,85
2020-11-10 9:04,6,1.4,1.4,0,95,95
2020-11-10 9:04,39,0,0,0,89,0
2020-11-10 9:04,5,5.4,5.4,0,0,0
2020-11-10 9:04,17,0,0,0,24,26
2020-11-10 9:04,4,6,5.9,0,0,0
2020-11-10 9:04,13,1.5,1.5,0,100,100
2020-11-10 9:04,2,0,0,0,100,97
2020-11-10 9:04,9,0,0,0,100,100
2020-11-10 9:04,13,5.3,5,0,89,87
2020-11-10 9:05,9,0.1,0.1,0,1,0
2020-11-10 9:05,10,2,2,0,88,84
2020-11-10 9:05,5,0.1,0.1,0,100,98
2020-11-10 9:05,NaN,0,0,0,100,100
2020-11-10 9:05,23,0,0,0,100,0
2020-11-10 9:05,23,15,0.1,0,100,100
2020-11-10 9:05,4,0,11.5,0,52,38
2020-11-10 9:05,8,13.9,14,0,92,100
2020-11-10 9:05,8,9,9,0,77,7
2020-11-10 9:05,6,0,0,0,31,29
2020-11-10 9:05,53,0,0,0,84,84
2020-11-10 9:05,20,0.3,0.3,0,100,100
2020-11-10 9:05,54,20,21.2,0,97,96
2020-11-10 9:05,0,2.8,2.8,0,100,100
2020-11-10 9:05,10,0.2,0.2,0,100,100
2020-11-10 9:06,7,0,0,0,5,100
2020-11-10 9:06,0,1.6,1.6,0,76,76
2020-11-10 9:06,7,0,0,0,76,74
2020-11-10 9:06,22,20.7,22.9,0,98,96
2020-11-10 9:06,72,0,0,0,100,100
2020-11-10 9:06,3,0,0,0,97,96
2020-11-10 9:06,9,3.2,3.2,0,96,94
2020-11-10 9:06,12,0,0,0,0,0
2020-11-10 9:06,26,9.2,9.6,0,72,73
2020-11-10 9:06,9,0,0,0,100,100
2020-11-10 9:06,9,3.1,0,0,13,67
2020-11-10 9:06,9,0,0,0,94,93
2020-11-10 9:06,7,0,0,0,28,100
2020-11-10 9:06,0,0,0,0,100,100
2020-11-10 9:06,23,5.7,0,0,100,100
2020-11-10 9:06,7,0,6.1,0,100,100
2020-11-10 9:06,14,0,0,0,100,100
2020-11-10 9:07,3,0.1,0.1,0,100,100
2020-11-10 9:07,1,0,0,0,100,100
2020-11-10 9:07,3,0,0,0,100,100
2020-11-10 9:07,6,0,0,0,0,0
2020-11-10 9:07,28,8.1,4.7,0,61,66
2020-11-10 9:07,9,0,0,0,100,100
2020-11-10 9:07,9,0,0,0,100,100
2020-11-10 9:07,5,6.5,5.8,0,88,87
2020-11-10 9:07,8,11.9,0,0,100,100
2020-11-10 9:07,9,4.2,5.1,0,0,0
2020-11-10 9:07,9,0,0,0,100,100
2020-11-10 9:08,10,6.8,6.9,0,0,0
2020-11-10 9:08,81,8.1,8,0,100,100
2020-11-10 9:08,9,0.3,0.3,0,100,100
2020-11-10 9:08,19,11,11,0,98,97
2020-11-10 9:08,12,0,0,0,68,83
2020-11-10 9:08,6,0,6,0,100,100
2020-11-10 9:08,4,0,0,0,0,17
2020-11-10 9:08,8,0.5,0.4,0,34,0
2020-11-10 9:08,52,2.1,3.5,0,100,100
2020-11-10 9:08,50,0,1.8,0,8,0
2020-11-10 9:09,5,0,0,0,16,0
2020-11-10 9:09,3,0,0,0,89,89
2020-11-10 9:09,4,0.1,0.1,0,100,100
2020-11-10 9:09,4,0,0,0,96,0
2020-11-10 9:09,17,5.8,8.1,0,93,100
2020-11-10 9:09,18,0,0,0,100,100
2020-11-10 9:09,6,0,0,0,100,100
2020-11-10 9:09,10,1.1,1.2,0,97,94
2020-11-10 9:09,6,2.3,2.3,0,100,99
2020-11-10 9:10,8,0,0,0,67,0
2020-11-10 9:10,8,0,0,0,100,100
2020-11-10 9:10,13,0,0,0,100,100
2020-11-10 9:10,2,0,0,0,100,100
2020-11-10 9:10,33,10.5,22.1,0,100,100
2020-11-10 9:10,2,0.1,0.1,0,83,80
2020-11-10 9:10,6,1.4,1.4,0,100,100
2020-11-10 9:10,NaN,0,0,0,0,0
2020-11-10 9:10,4,0,0,0,43,33
2020-11-10 9:10,2,0.1,0.1,0,100,100
2020-11-10 9:10,37,0,0,0,100,100
2020-11-10 9:10,10,0,0,0,95,100
2020-11-10 9:10,30,11.8,0,0,31,26
2020-11-10 9:10,21,1.3,1.3,0,83,80
2020-11-10 9:11,4,0,0,0,94,91
2020-11-10 9:11,5,0,0,0,100,95
2020-11-10 9:11,13,3.9,3.9,0,95,95
2020-11-10 9:11,8,4.7,4.6,0,25,25
2020-11-10 9:11,3,0.4,0.5,0,100,100
2020-11-10 9:11,7,2.1,2.2,0,100,100
2020-11-10 9:11,13,13.6,13.3,0,96,95
2020-11-10 9:11,3,0,0,0,26,18
2020-11-10 9:11,80,37.5,49.5,0,100,100
2020-11-10 9:11,5,0,0,0,100,87
2020-11-10 9:11,60,0.5,0.5,0,100,100
2020-11-10 9:11,20,0,0,0,100,100
2020-11-10 9:12,13,5.1,5.1,0,98,95
2020-11-10 9:12,56,0,0,0,10,9
2020-11-10 9:12,8,8.3,8.5,0,98,97
2020-11-10 9:12,8,0,0,0,100,100
2020-11-10 9:12,51,0,0,0,100,100
2020-11-10 9:12,5,0.1,0.1,0,61,56
2020-11-10 9:12,1,0,0,0,100,100
2020-11-10 9:12,14,0,0,0,96,97
2020-11-10 9:12,9,0,0,0,100,100
2020-11-10 9:12,36,0.1,1.2,0,93,91
2020-11-10 9:12,11,6.5,6.8,0,51,0
2020-11-10 9:12,NaN,5.7,5.7,0,94,92
2020-11-10 9:12,9,0.2,0.2,0,0,24
2020-11-10 9:12,NaN,0,0,0,48,42
2020-11-10 9:12,15,10.9,10.9,0,100,99
2020-11-10 9:13,72,15,14.9,0,100,100
2020-11-10 9:13,26,3.9,0,0,100,100
2020-11-10 9:13,6,9.5,9.6,0,86,86
2020-11-10 9:13,15,1.8,1.8,0,60,61
2020-11-10 9:13,9,11.3,11.2,0,95,92
2020-11-10 9:13,12,8.8,8.8,0,98,99
2020-11-10 9:13,1,0,0,0,98,96
2020-11-10 9:13,24,20.8,19.8,0,65,46
2020-11-10 9:13,8,10.3,10,0,82,81
2020-11-10 9:13,3,7.7,7.7,0,84,82
2020-11-10 9:13,5,5.9,5.9,0,100,100
2020-11-10 9:13,3,0.1,0.1,0,100,100
2020-11-10 9:13,2,0,0,0,42,25
2020-11-10 9:13,63,19.8,19.2,0,100,100
2020-11-10 9:13,4,6,5.7,0,93,93
